,startup_id,Startup Name,Founding Date,City,Industry/Vertical,Sub-Vertical,Founders,Investors,Amount(in USD),Investment Stage,_source_file,_source_year,_source_month,_country,_continent
400,S1441,ThriveFNC,2017,Pune,Health & Wellness,Focusses on reversing chronic lifestyle disorders through functional nutrition.,Mugdha Pradhan,Rajesh Ranavat,,Seed Round,jul_2020.csv,2020,7.0,India,Asia
401,S1525,Vedantu,2011,Bangalore,Edtech,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Coatue,100000000.0,Series D,jul_2020.csv,2020,7.0,India,Asia
402,S0867,Magicpin,2015,Gurugram,,"It is a local discovery, rewards, and commerce platform","Anshoo Sharma, Brij Bhushan",Samsung Venture Investment Corporation,7000000.0,Series D,jul_2020.csv,2020,7.0,India,Asia
403,S1136,Procol,2018,Delhi,Agritech,Commodity procurement platform,"Gaurav Baheti, Sumit Mendiratta",Sequoia Surge,3823000.0,,jul_2020.csv,2020,7.0,India,Asia
404,S1620,Yumlane,2016,Mumbai,Cloud Kitchen,Online retailer that offers a range of on-the-go hot snacking and meals,Hitesh Ahuja,Jetty Ventures,1000000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
405,S0328,Crio,2018,Bangalore,Edtech,A learning platform for developers,"Rathinamurthy R, Sridher Jeyachandran",021 Capital,934000.0,,jul_2020.csv,2020,7.0,India,Asia
406,S1032,Openapp,,Bangalore,IoT,Security solutions startup,Gotama Gowda,Unicorn India Ventures,500000.0,,jul_2020.csv,2020,7.0,India,Asia
407,S1147,PumPumPum,,Gurugram,IoT/Automobile,Offers leased car services,"Tarun Lawadia, Sameer Kalra",LetsVenture Syndicate,293000.0,,jul_2020.csv,2020,7.0,India,Asia
408,S1681,uFony Services Pvt ltd,,Pune,Edtech,"School Diary, a platform that brings education to smartphones",Ashish C,Chennai Angels,,,jul_2020.csv,2020,7.0,India,Asia
409,S1144,Protinus Fashion Networking Pvt Ltd,2015,Mumbai,Fashion,Owns and operates fashion commerce and retail management platform 6Degree,"Nikhil Hegde, Amit Bhardwaj",SucSEED Ventures,,Pre series A,jul_2020.csv,2020,7.0,India,Asia
410,S1483,Uable,,Bangalore,Edtech,Online life skills development platform for children,Saurabh Saxena,3one4 Capital,,Seed Round,jul_2020.csv,2020,7.0,India,Asia
411,S1562,Walrus,2019,Bangalore,Fintech,It provides banking solutions for teens and young adults,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",Better Capital,,Pre-Seed,jul_2020.csv,2020,7.0,India,Asia
412,S0086,Arth Designbuild,,Hyderabad,Construction tech,Construction technology and solutions provider,Swapnil Sahu,"Startup-O, Eden Ventures",1100000.0,,jul_2020.csv,2020,7.0,,Asia
413,S1656,goDutch,,Mumbai,Fintech,Group Payments platform,"Aniruddh Singh, Riyaz Khan, Sagar Sheth","Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",1700000.0,Seed Round,jul_2020.csv,2020,7.0,India,Asia
414,S1057,ParkSmart,2019,Delhi,IoT,Parking spot reservation platform,"Prateek Garg, Vishva Sharma, Rahul Gupta, Rishabh Nagpal, Ratan Sethi",Ah! Ventures,198000.0,,jul_2020.csv,2020,7.0,India,Asia
415,S1105,Plum,2019,Bangalore,Healthtech,Provides health benefits to corporates,"Abhishek Poddar, Saurabh Arora",Incubate Fund,927000.0,Seed Round,jul_2020.csv,2020,7.0,India,Asia
416,S0685,IncNut Digital,2011,Hyderabad,E-commerce,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,"Chaitanya Nallan, Sangram Simha, Veerendra Shivhare",RPSG Ventures,4000000.0,Series A,jul_2020.csv,2020,7.0,,Asia
417,S0579,GigIndia,2017,Pune,Tech,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,"Sahil Sharma, Aditya Shirole",Incubate Fund India,971000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
418,S1332,Specsmaker,2007,Chennai,Eye Wear,Online optical chain for eye wears,Pratik Shah,Eight Road Ventures,3060000.0,,jul_2020.csv,2020,7.0,India,Asia
419,S1091,Piggy Ride,,Bangalore,SaaS,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities",Manish Tewari,"JAFCO Asia, Artha Venture Fund",1862000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
420,S0248,Chai Waale,2018,Chennai,Beverage,Tea Brand,Vidur Maheshwari,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",232000.0,,jul_2020.csv,2020,7.0,India,Asia
421,S0957,NOTO,,Mumbai,Food,A brand that makes healthy icecream,"Ashni Sheth, Varun Sheth",WEH Ventures,,Pre seed round,jul_2020.csv,2020,7.0,India,Asia
422,S0336,Cuemath,2013,Bangalore,Edtech,It helps students to learn math online,Manan Khurma,Trifecta Capital,2888000.0,Series B,jul_2020.csv,2020,7.0,India,Asia
423,S0238,Cars24,2015,Gurgaon,Automobile,Online platform for selling used cars,Vikram Chopra,Vivriti Capital,1328000.0,,jul_2020.csv,2020,7.0,India,Asia
424,S0734,JetSynthesys,2012,Pune,Digital tech,Digital entertainment and technology company,Rajan Navani,"Adar Poonawalla, Kris Gopalakrishnan",40000000.0,,jul_2020.csv,2020,7.0,India,Asia
425,S0409,Earth Energy EV,2017,Mumbai,Automobile,Electric vehicles startup,Rushi Shenghani,LR Joshi,,Seed Round,jul_2020.csv,2020,7.0,India,Asia
426,S0609,Green Cure,2015,Delhi,Health & Wellness,It sells herbal OTC products,"Sanchit Garg, Sanjeev Dadhich",Venture Catalysts,,,jul_2020.csv,2020,7.0,India,Asia
427,S0182,Blue Sky Analytics,2018,Gurugram,Data Intelligence,"It is building AI-powered infrastructure to analyse air quality, pollution etc","Abhilasha, Kshitij Purwar","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000.0,Seed Round,jul_2020.csv,2020,7.0,India,Asia
428,S0416,Edhusk,2017,Jaipur,Edtech,Provieds personalised learning to students by leveraging technology-driven models,"Anuj Bhuria, Himanshu Kumar, Himanshu Meena",Mumbai Angel Network,,,jul_2020.csv,2020,7.0,India,Asia
429,S0358,Decentro,2020,Bangalore,Fintech,Automated API-based platform that enables financial integrations.,Rohit Taneja,Y Combinator,15500000.0,Series A,jul_2020.csv,2020,7.0,India,Asia
430,S1638,Zolostays,2015,Bangalore,Co-living,It offers affordable housing apartments to young professionals and students,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry","Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",56000000.0,Series C,jul_2020.csv,2020,7.0,India,Asia
431,S0547,Frontier Markets,2011,Jaipur,E-commerce,"Women entreprenuers sells products and services to rural IndiaAjaitha ShahENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.$2,250,000Pre series A",Ajaitha Shah,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2250000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
432,S0199,Brainwired,2018,Kerala,Agritech,India’s first livestock health monitoring company,"Sreeshankar S Nair, Romeo P Jerard","Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",,,jul_2020.csv,2020,7.0,India,Asia
433,S0120,Aye Finance,2014,Gurugram,Fintech,A finance lender to SMEs,"Vikram Jetley, Sanjay Sharma",Invest in Vision,16753000.0,Series E,jul_2020.csv,2020,7.0,India,Asia
434,S1053,Paper Boat,2013,Gurugram,Food & Beverages,E-commerce platform for beverages and snacks,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",3700000.0,,jul_2020.csv,2020,7.0,India,Asia
435,S0763,Ken42,2019,Bangalore,Edtech,A platform that caters to evolving needs of institutions,Ganesh Raju,Turbostart,1470000.0,,jul_2020.csv,2020,7.0,India,Asia
436,S0533,Forbidden Foods,,Delhi,Food,Packaged snacks company,Anuj Krishnan,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",1000000.0,Seed Round,jul_2020.csv,2020,7.0,India,Asia
437,S1498,Universal Sportsbiz,2012,Bangalore,Fashion,Indian fashion industry with on-trend products,Anjana Reddy,NB Ventures,530000.0,,jul_2020.csv,2020,7.0,India,Asia
438,S0593,Gobbly,,Gurugram,Retail Tech,A contactless retail store filled with fruits and veggies,Ooshma Garg,Sauce vc,500000.0,Seed Round,jul_2020.csv,2020,7.0,India,Asia
439,S0035,Aerostrovilos,,Chennai,Automotive,Manufactures micro gas turbines for power-based application,"Rohit Grover, Pradeep Thangappan",Mumbai Angels Network,,,jul_2020.csv,2020,7.0,India,Asia
440,S0920,Mitron,,Bangalore,Media,Short Video and Social Platform,"Shivank Agarwal, Anish Khandelwal","3One4 Capital, LetsVenture",267000.0,Seed round,jul_2020.csv,2020,7.0,India,Asia
441,S0211,Bulk MRO,2015,Mumbai,B2B,A full stack B2B platform for industrial supplies,"Devang Shah, Gaurang Shah",Stride Ventures,3344000.0,,jul_2020.csv,2020,7.0,India,Asia
442,S0713,Inspektlabs,2019,Delhi,AI,Focuses on building computer vision products for physical asset inspections,"Devesh Trivedi, Sanchit","Better Capital, Titan Capital",600000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
443,S0154,Big Bang Boom Solutions,2018,Chennai,Defense tech,It developed integrated intellectual properties for defense,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network,1000000.0,Series A,jul_2020.csv,2020,7.0,India,Asia
444,S0526,Flinto,2013,Chennai,Edtech,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,"Vijay Babu Gandhi, Shreenidhi Srirangam, Arunprasad Durairaj",Lightbox Ventures,7200000.0,Pre series B,jul_2020.csv,2020,7.0,India,Asia
445,S1629,Zetwerk,2018,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Greenoaks,21000000.0,Series C,jul_2020.csv,2020,7.0,India,Asia
446,S0260,ChitMonks,2016,Hyderabad,Fintech,Offers enterprise private platform for chit fund firms,Pavan Adipuram,Unicorn India Ventures,650000.0,Pre series A,jul_2020.csv,2020,7.0,,Asia
447,S1221,Rusk Media,2019,Delhi,Digital Media,It creates video content,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners",,Seed Round,jun_2020.csv,2020,6.0,India,Asia
448,S0188,Bold Care,2019,Mumbai,Health & Wellness,Digital platform that offers sexologist consultations for  men,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",,Pre-seed Round,jun_2020.csv,2020,6.0,India,Asia
449,S1244,Samosa Party,2017,Bangalore,Food,Provides quality Indian Snacks,Amit Nanwani,Inflection Point Ventures,,,jun_2020.csv,2020,6.0,India,Asia
450,S0647,High Street Essentials,2012,New Delhi,E-commerce,The parent company of women's fashion brands FabAlley and Indya,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient",2743000.0,Pre series C,jun_2020.csv,2020,6.0,India,Asia
451,S0215,Byju's,2011,Bangalore,Edtech,Provides online learning classes,Byju Raveendran,BOND,,,jun_2020.csv,2020,6.0,India,Asia
452,S0192,Bombay Play,,Bangalore,Gaming,It designs and creates online multiplayer games,"Abhas Saroha, Oliver Jones","Leo capital, Ramakant Sharma",1500000.0,Pre series A,jun_2020.csv,2020,6.0,India,Asia
453,S0549,Fullife,2011,Mumbai,Healthtech,It sells sports nutrition supplements through a brand called Fast&Up,Varun Khanna,Amansa Capital,6609000.0,,jun_2020.csv,2020,6.0,India,Asia
454,S1044,Oziva,2016,,Nutrition,Clean Label Active Nutrition Brand,"Aarti Gill, Mihir Gadani",Matrix Partners,5000000.0,Series A,jun_2020.csv,2020,6.0,,
455,S0120,Aye Finance,2014,Gurugram,Fintech,A finance lender to SMEs,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund",27700000.0,Series E,jun_2020.csv,2020,6.0,India,Asia
456,S0037,Aether Biomedical,2016,Delhi,Medtech,"Medical robotics startup, focussed on developing rehabilitation devices","Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures,,Seed Investment,jun_2020.csv,2020,6.0,India,Asia
457,S0014,91springboard,2012,Delhi,Coworking,It offers collaborative workspace with varied amenities,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",5940000.0,,jun_2020.csv,2020,6.0,India,Asia
458,S1619,Yulu,,,Micro-mobiity,The electric and scooter rental startup,Amit Gupta,Rocketship,3964000.0,,jun_2020.csv,2020,6.0,,
459,S0903,MergerDomo,2018,Noida,Marketplace,Global online corporate deal sourcing and consulting marketplace,"Hormazd Charna, Manoj Mishra","Nadir Godrej, Individual Investors",197000.0,,jun_2020.csv,2020,6.0,India,Asia
460,S0590,GoMechanic,2016,Delhi,Auto-tech,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,,Series B,jun_2020.csv,2020,6.0,India,Asia
461,S0914,Milk Mantra,2009,Odisha,Food,Produces Dairy Products,Srikumar Misra,US International Development Finance Corporation,10000000.0,,jun_2020.csv,2020,6.0,India,Asia
462,S0949,Myglamm,2015,Mumbai,Beauty,On-demand beauty services provider,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer",4327000.0,,jun_2020.csv,2020,6.0,India,Asia
463,S0391,Drishti Technologies,,Bangalore,AI,"AI-based video analytics, data, and insights bring benefits to manufacturers",Prasad Akella,Sozo Ventures,25000000.0,Series B,jun_2020.csv,2020,6.0,India,Asia
464,S0715,Instasolv,2019,Noida,Edtech,It is a doubt-solving app for students from Class 6 to 12,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,2000000.0,Pre series A,jun_2020.csv,2020,6.0,India,Asia
465,S0598,GoldenPi,2017,Bangalore,Fintech,An online aggregator of bonds and debentures available in the secondary market,"Abhijit Roy, Samir Pratihar",Rainmatter Capital,459000.0,,jun_2020.csv,2020,6.0,India,Asia
466,S1251,Sarva,,Mumbai,Yoga & wellness,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,Shikhar Dhawan,,,jun_2020.csv,2020,6.0,India,Asia
467,S0729,Jai Kisan,2017,Mumbai,Fintech,A platform that caters the need of customers in rural areas,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",3937000.0,Pre series A,jun_2020.csv,2020,6.0,India,Asia
468,S0042,Agro2o,,New Delhi,Agritech,It develops products focused on making hydroponics-based farming,Yash Vyas,Mumbai Angels Network,,,jun_2020.csv,2020,6.0,India,Asia
469,S0561,GabbarDeals,,Pune,E-commerce,Online-to-Offline platforms for mobile phones & accessories,"Niraj Raka, Poonam Gugale, Piyush Raka",Venture Catalysts,,,jun_2020.csv,2020,6.0,India,Asia
470,S0327,Crimson Healthcare,2015,Delhi,Med Tech,It innovates cutting edge solutions for various problems in the healthcare system,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network,229800.0,,jun_2020.csv,2020,6.0,India,Asia
471,S0169,Biomoneta,,Bangalore,Life sciences,It develops germicidal technologies,Dr Janani Venkatraman,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",,Seed Round,jun_2020.csv,2020,6.0,India,Asia
472,S0421,Edvizo,,Bangalore,Edtech,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",Ravi Nishant,Inflection Point Ventures,150000.0,Seed Round,jun_2020.csv,2020,6.0,India,Asia
473,S1264,Servify,,Mumbai,SaaS,Operates device management and support platform,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures",11370000.0,Series C,jun_2020.csv,2020,6.0,India,Asia
474,S0394,Drum Food,,Mumbai,Food,It runs yoghurt brand Epigamia,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners",5305000.0,,jun_2020.csv,2020,6.0,India,Asia
475,S0708,Innoviti,2002,Bangalore,SaaS,Digital payments solutions company,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",,Series C,jun_2020.csv,2020,6.0,India,Asia
476,S0737,Jiffy ai,2018,,AI,Enterprise automation startup,Babu Sivadasan,Nexus Venture Partners,18000000.0,Series A,jun_2020.csv,2020,6.0,,
477,S1116,Postman,2014,,Tech,API development platform startup,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,150000000.0,Series C,jun_2020.csv,2020,6.0,,
478,S1567,Waycool,2015,Chennai,Agritech,Food development and distribution services,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,5500000.0,Series C,jun_2020.csv,2020,6.0,India,Asia
479,S0948,Myelin Foundry,2019,,Deep Tech AI,"It builds AI based algorithms on video, voice and sensor","Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi,,,jun_2020.csv,2020,6.0,,
480,S0631,Hapramp,2018,Gurugram,Blockchain,Startup working on technologies like blockchain and social media,"Shubhendra Vikram, Ankit Kumar",Anand Mahindra,1000000.0,,jun_2020.csv,2020,6.0,India,Asia
481,S0946,MyKaam,2016,Bangalore,HrTech,Online job searching and recruiting platform,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",,,jun_2020.csv,2020,6.0,India,Asia
482,S0641,HealthPlix,2016,Bangalore,Healthtech,It provides clinical software for doctors,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",6000000.0,Series B,jun_2020.csv,2020,6.0,India,Asia
483,S1615,YoloBus,2019,Gurugram,Mobility/Transport,Intercity bus service startup,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,3300000.0,Series A,jun_2020.csv,2020,6.0,India,Asia
484,S1665,iNurture Education,,,Edtech,"It provides a conducive and healthy teaching, learning environment",Ashwin Ajila,Kimera Ltd,4000000.0,,jun_2020.csv,2020,6.0,,
485,S1111,Pocket52,2017,Bangalore,Gaming,An online poker playing platform,Nitesh Salvi,Gameskraft,1750000.0,Series A,jun_2020.csv,2020,6.0,India,Asia
486,S1157,QuaQua,2016,Hyderabad,Travel,Virtual travel guide platform,"Purav Shah, Sandesh Reddy",Anthill Ventures,1000000.0,,jun_2020.csv,2020,6.0,,Asia
487,S0329,Crofarm,2016,Delhi,Agritech,Supply chain that supports farmers and provides businesses with freshest produce,"Prashant Jain, Varun Khurana",Smile group,1000000.0,,jun_2020.csv,2020,6.0,India,Asia
488,S1445,Timios,,Bangalore,Foodtech,Provides healthy snacks for kids,Aswani Chaitanya,Rangsons Technologies,,Pre series A,jun_2020.csv,2020,6.0,India,Asia
489,S1594,Wooden Street,2015,Jaipur,E-commerce,It enables to order custom furniture online,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund,3000000.0,Series A,jun_2020.csv,2020,6.0,India,Asia
490,S0134,BankBazaar,2008,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,",WSV Capital,5967000.0,Series D1,jun_2020.csv,2020,6.0,India,Asia
491,S1199,Rentmojo,2012,Bangalore,Rental,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2980000.0,,jun_2020.csv,2020,6.0,India,Asia
492,S0321,Credgencies,2018,,AI & Debt,Tech-enabled platform for resolution of non-performing assets,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital,,Seed round,jun_2020.csv,2020,6.0,,
493,S0780,Knorish,,Delhi,SaaS/Edtech,All-in-one knowledge commerce SaaS platform,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC,323000.0,Pre series A,jun_2020.csv,2020,6.0,India,Asia
494,S0829,LetsTransport,2015,Bangalore,Logitech,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,1326000.0,,jun_2020.csv,2020,6.0,India,Asia
